issue_date,issue_time,marked_time,color,location,agency,violation_code,violation_description,fine_amount,latitude,longitude,agency_description,issue_year
2019-03-24,1711.0,,GY,13600 OSBORNE ST,53.0,80.61,STANDNG IN ALLEY,68.0,6431900.050890001,1909882.262494,,2019.0
2019-02-07,1217.0,,BK,7420 MELROSE AVE,54.0,80.56E1,WHITE ZONE,58.0,6455210.468257,1852990.699876,,2019.0
2019-05-01,1122.0,,SL,10140 BEACH AVE S,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6488496.158880999,1802309.437897,,2019.0
2019-02-08,1903.0,,SL,301 1ST ST E,56.0,88.13B+,METER EXP.,63.0,6487297.587281,1841992.5427,,2019.0
2019-03-21,1007.0,,BK,8066 WHITSETT AVE,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6439153.445607,1901746.1747,,2019.0
2019-04-12,1015.0,,SI,KOHLER ST N/O 7TH ST,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0,,2019.0
2019-04-11,1013.0,,BK,815 WELLESLEY AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6417267.274304,1839707.237381,,2019.0
2019-03-18,1243.0,,GY,102 OCCIDENTAL BLVD S,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6477038.675530001,1848221.220386,,2019.0
2019-06-18,1240.0,,BK,2405 JOHNSTON ST,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6497961.464998,1849301.969197,,2019.0
2019-10-03,913.0,,BL,2302 MARIAN PL,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6423748.309186,1820294.757168,51 - DOT - WESTERN,2019.0
2019-04-02,1612.0,,BL,1000 30TH ST W,55.0,88.13B+,METER EXP.,63.0,6475627.835782,1832483.452467,,2019.0
2019-06-05,123.0,,WT,902 CARONDELET ST S,56.0,80.56E4+,RED ZONE,93.0,6475933.805697001,1842606.188892,,2019.0
2019-06-04,1358.0,,WT,4431 TALOFA AVE,53.0,80.69B,NO PARKING,73.0,6455267.695675,1877501.396299,,2019.0
2019-04-05,1307.0,1028.0,SL,8300 OWENSMOUTH AVE,53.0,80.69C,PARKED OVER TIME LIMIT,58.0,6379795.741419001,1902889.216918,,2019.0
2019-02-01,932.0,,WT,7360 CALVIN AVE,53.0,80.56E4+,RED ZONE,93.0,6393642.93919379,1897115.47706541,,2019.0
2019-01-26,2301.0,,BK,601 SPRING ST S,56.0,80.56E1,WHITE ZONE,58.0,6485641.283683,1839201.358919,,2019.0
2019-08-08,813.0,,GY,11558 IOWA AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6424943.391426,1838344.012582,,2019.0
2019-03-10,420.0,,WT,7021 FORBES AVE,53.0,80.69.2,COMM VEH OVER TIME LIMIT,78.0,99999.0,99999.0,,2019.0
2019-03-09,2313.0,,TN,7018 HAWTHORN AVE,54.0,80.58L,PREFERENTIAL PARKING,68.0,6458094.533525,1859071.361697,,2019.0
2019-04-28,927.0,,BK,1780 EL CERRITO PL,54.0,80.58L,PREFERENTIAL PARKING,68.0,6457281.964892,1860276.765788,,2019.0
2019-06-26,1905.0,,GY,1201 LOGAN ST,56.0,88.13B+,METER EXP.,63.0,6483246.000692,1850251.654112,,2019.0
2019-07-24,305.0,,TN,3959 GIBRALTAR AVE,55.0,80.61,STANDNG IN ALLEY,68.0,6454165.906494999,1828221.523907,,2019.0
2019-07-23,1221.0,1013.0,SL,16800 NAPA ST,53.0,80.69C,PARKED OVER TIME LIMIT,58.0,6411041.193351001,1905258.085531,,2019.0
2019-05-31,1913.0,,CO,1101 GAYLEY AV,51.0,88.13B+,METER EXP.,63.0,6426444.304709,1844587.64596,,2019.0
2019-02-15,811.0,,GY,14265 VAN NUYS BLVD,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6427390.305137,1913609.949773,,2019.0
2019-02-11,743.0,,BK,120 DETROIT ST S,54.0,80.58L,PREFERENTIAL PARKING,68.0,6457148.806344001,1849148.701497,,2019.0
2019-03-04,845.0,,BK,5700 4TH ST W,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6457147.747475,1846901.617369,,2019.0
2019-02-06,1101.0,,BK,1501 GOWER ST,54.0,88.13B+,METER EXP.,63.0,6464094.077059,1858210.328911,,2019.0
2019-05-08,644.0,,GO,715 GRAND VIEW ST,54.0,80.56E1,WHITE ZONE,58.0,6477128.924991,1843315.542883,,2019.0
2019-04-03,1922.0,,BK,1427 LIVONIA AVE,51.0,22500E,BLOCKING DRIVEWAY,68.0,6444632.677424,1842416.247208,,2019.0
2019-05-22,1321.0,,GY,1343 EDGEMONT ST N,54.0,5204A-,DISPLAY OF TABS,25.0,6472016.503972,1857439.557615,,2019.0
2019-07-03,1159.0,,RD,941 ARDMORE AVE S,54.0,80.56E4+,RED ZONE,93.0,6470268.807736,1854248.902812,,2019.0
2019-06-28,935.0,,OT,3312 MONTANA AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0,,2019.0
2019-01-25,1350.0,,GY,W/S 700 N EL CENTRO,54.0,8056E4,RED ZONE,93.0,6463433.076334,1852925.778271,,2019.0
2019-06-03,827.0,,BK,1204 8TH ST E,56.0,80.56E4+,RED ZONE,93.0,6480538.880007,1840572.006435,,2019.0
2019-05-09,1610.0,,GY,1300 VERMONT AVE N,54.0,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,6473337.903639,1857282.119226,,2019.0
2019-05-23,1700.0,,WT,3301 GLENDALE BL,56.0,88.13B+,METER EXP.,63.0,6482867.683525,1865665.775555,,2019.0
2019-03-03,302.0,,WT,9805 VICKSBURG AVE,51.0,80.69B,NO PARKING,73.0,6442195.370541001,1803439.481819,,2019.0
2019-05-24,1125.0,,GY,1401 GLENDALE BL,56.0,88.13B+,METER EXP.,63.0,6482854.103712999,1851538.072241,,2019.0
2019-06-03,1240.0,,WT,6700 HASKELL AVE,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6418049.171589,1892613.550809,,2019.0
2019-09-03,1222.0,,BK,2000 ALBERTA AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6419415.722424,1817855.837585,,2019.0
2019-01-08,1225.0,,GY,7060 W WILLOUGHBY AVE,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6457797.676380999,1854249.206667,,2019.0
2019-04-05,641.0,,BK,3406 GLENDON AVE,51.0,80.56E1,WHITE ZONE,58.0,6435959.815135,1831622.514028,,2019.0
2019-05-06,1131.0,,WT,2425 LELAND ST S,55.0,80.73.2,EXCEED 72HRS-ST,68.0,6470061.601191999,1721439.326161,,2019.0
2019-06-25,1051.0,,WT,400 MAIN ST S,56.0,88.13B+,METER EXP.,63.0,6486784.981386,1839987.140672,,2019.0
2019-03-06,1706.0,,RD,1100 SANTEE ST S,56.0,88.13B+,METER EXP.,63.0,6484070.566262,1836230.995552,,2019.0
2019-10-26,816.0,,OR,450 BIXEL ST S,56.0,80.69B,NO PARKING,73.0,6482644.858257,1842786.328429,56 - DOT - CENTRAL,2019.0
2019-05-24,1641.0,,BK,1022 ALVARADO ST N,56.0,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,6476883.979344999,1841293.890534,,2019.0
2019-01-08,1132.0,,BK,5001 YORK BL,56.0,80.56E4+,RED ZONE,93.0,6499051.186704,1866654.052427,,2019.0
2019-07-13,1726.0,,BK,4401 VESPER AV,53.0,88.13B+,METER EXP.,63.0,6425243.281582,1877742.923514,,2019.0
2019-05-28,1712.0,,SL,301 6TH ST W,55.0,88.13B+,METER EXP.,63.0,6485318.075829,1839454.000144,,2019.0
2019-07-17,1312.0,,WT,4121 HILLCREST DR,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6455870.891889,1826599.691919,,2019.0
2019-04-17,1327.0,,BL,100 5TH ST W,56.0,88.13B+,METER EXP.,63.0,6486378.075091001,1839467.009817,,2019.0
2019-02-08,1023.0,,WT,5011 AXTELL ST,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6508957.391325,1853708.105429,,2019.0
2019-03-19,935.0,,SL,385 20TH ST W,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0,,2019.0
2019-03-04,1115.0,,SL,3800 9TH ST W,54.0,80.56E4+,RED ZONE,93.0,6466481.378149,1842855.861018,,2019.0
2019-07-01,948.0,,GY,600 MAIN ST,56.0,88.13B+,METER EXP.,63.0,6485955.113333999,1838952.746895,,2019.0
2019-06-20,821.0,,GY,3800 DUNN DR,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6440627.638514,1830917.476319,,2019.0
2019-04-14,2036.0,,WT,330 COCHRAN AVE,54.0,80.58L,PREFERENTIAL PARKING,68.0,6456508.665651999,1847482.534955,,2019.0
2019-06-21,1004.0,,WT,6381 HOLLYWOOD BLVD,54.0,22500I-,PARKED IN BUS ZONE,293.0,6462027.120532,1859521.773765,,2019.0
2019-02-26,1816.0,,BK,1204 BEVERWIL DR,51.0,80.58L,PREFERENTIAL PARKING,68.0,6440778.688882,1842939.00635,,2019.0
2019-04-05,927.0,,WT,8486 W ROMAINE ST,54.0,88.13B+,METER EXP.,63.0,6447803.039938,1854906.609067,,2019.0
2019-07-16,1232.0,,WT,700 LAS PALMAS AVE N,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6459853.374267,1852928.080766,,2019.0
2019-08-15,836.0,,BK,455 20TH ST E,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6474399.762718,1722811.534536,,2019.0
2019-04-19,1301.0,,GN,8400 WARING AVE,54.0,80.58L,PREFERENTIAL PARKING,68.0,6448676.352049,1853655.696862,,2019.0
2019-08-08,347.0,,WT,215 SOTO ST N,56.0,80.56E4+,RED ZONE,93.0,6497806.058232,1837772.250038,,2019.0
2019-03-08,1036.0,,BK,5207 ZELZAH AVE,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6403755.096051,1883009.137505,,2019.0
2019-06-24,1318.0,,BK,71816 LANARK ST,53.0,21113A+,PUBLIC GROUNDS,63.0,99999.0,99999.0,,2019.0
2019-06-19,1122.0,,GY,7052 SUNNY BRAE AVE,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6385898.22528,1895054.046359,,2019.0
2019-05-23,1007.0,,BK,10531 WOODWARD AVE,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6468892.866004,1917229.066131,,2019.0
2019-07-09,29.0,,GY,1856 PANDORA AVE,51.0,5200,DISPLAY OF PLATES,25.0,6433148.089296,1843029.045758,,2019.0
2019-06-24,1823.0,,BK,11491 SUNSHINE TER,53.0,80.58L,PREFERENTIAL PARKING,68.0,6446165.503805,1873080.470028,,2019.0
2019-02-16,1303.0,,BK,1130 LOS ANGELES ST S,56.0,80.61,STANDNG IN ALLEY,68.0,6483657.277634,1836299.139961,,2019.0
2019-07-25,914.0,,WT,4201 COLDWATER CANYON AVE,53.0,5200,DISPLAY OF PLATES,25.0,6436482.280882,1875451.007253,,2019.0
2019-04-03,1218.0,1046.0,SL,8900 NATIONAL BLVD,51.0,80.69C,PARKED OVER TIME LIMIT,58.0,99999.0,99999.0,,2019.0
2019-08-16,1241.0,,RD,635 WESTLAKE AVE S,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6478560.107376999,1843550.049895,,2019.0
2019-03-10,1834.0,,WT,7800 LINDLEY AVE,53.0,5200,DISPLAY OF PLATES,25.0,6402236.862312,1899959.8884,,2019.0
2019-02-20,213.0,,GY,619 MAIN ST S,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485875.041274,1838862.307982,,2019.0
2019-02-07,1426.0,,BK,154 AVENUE 24,56.0,88.63B+,OFF STR/OVERTIME/MTR,58.0,6495965.302630001,1849574.532872,,2019.0
2019-03-26,1727.0,,GY,1001 TOWNE AVE S,56.0,88.13B+,METER EXP.,63.0,6486038.707304,1834920.296048,,2019.0
2019-02-08,1015.0,,WT,3455 BESWICK ST,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6500442.430788,1830927.24563,,2019.0
2019-01-16,1201.0,,BN,301 SAN PEDRO ST S,56.0,80.49+,18 IN/CURB/COMM VEH,63.0,6488205.005644,1839693.636615,,2019.0
2019-05-07,1657.0,,SL,2927 NORTH MAIN ST,56.0,80.69AP+,NO STOP/STANDING,93.0,99999.0,99999.0,,2019.0
2019-03-18,909.0,,BK,10824 ORION AVE,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6419306.897682,1919922.017192,,2019.0
2019-07-17,1022.0,,BL,8330 KITTYHAWK AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6444307.538353,1809115.788593,,2019.0
2019-01-31,735.0,,BN,401 COCHRAN AVE,54.0,80.58L,PREFERENTIAL PARKING,68.0,6456507.500937,1846902.002723,,2019.0
2019-07-25,2145.0,,SL,5133 CARTWRIGHT AVE,53.0,22500E,BLOCKING DRIVEWAY,68.0,6451640.672185,1882268.504452,,2019.0
2019-04-02,1422.0,,GN,13721 ELDRIDGE AVE,53.0,80.73.2,EXCEED 72HRS-ST,68.0,99999.0,99999.0,,2019.0
2019-02-01,644.0,,BK,657 18TH ST W,56.0,5204A-,DISPLAY OF TABS,25.0,6473045.580673001,1723481.56558,,2019.0
2019-07-23,724.0,,GY,414 MOLINO ST,56.0,22502A,18 IN. CURB/2 WAY,63.0,99999.0,99999.0,,2019.0
2019-07-29,709.0,,BK,14301 ROSCOE BLVD,53.0,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,6427125.916156,1903323.298138,,2019.0
2019-09-30,850.0,,WT,2069 ARGYLE AVE,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6463217.535215,1861960.2908,54 - DOT - HOLLYWOOD,2019.0
2019-02-19,1023.0,,RD,2210 EASTLAKE AVE,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6498760.158426,1848069.946759,,2019.0
2019-04-22,823.0,,BK,307 SANDISON ST W,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6480850.798524,1747218.3647790002,,2019.0
2019-01-29,1304.0,,GN,11100 CHANDLER ST,53.0,22500H,DOUBLE PARKING,68.0,6449000.782264,1883764.591722,,2019.0
2019-01-24,1232.0,,WT,2332 CARMELINA AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0,,2019.0
2019-02-25,211.0,,GY,600 MAIN ST,56.0,80.69B,NO PARKING,73.0,6485955.113333999,1838952.746895,,2019.0
2019-03-14,1405.0,,WT,836 GARLAND AVE,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6480514.286339,1840417.995723,,2019.0
2019-10-21,452.0,,WT,3400 FLETCHER DR,56.0,80.56E4+,RED ZONE,93.0,6488898.96947,1865636.195079,56 - DOT - CENTRAL,2019.0
2019-08-15,1223.0,,WT,920 TULAROSA DR,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6477144.885564,1853262.345419,,2019.0
2019-06-19,2011.0,,WT,11323 MISSISSIPPI AVE,51.0,80.58L,PREFERENTIAL PARKING,68.0,6427426.100764,1836932.703989,,2019.0
2019-05-06,813.0,,WT,17808 SHERMAN WAY,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6403971.399618,1895944.04543,,2019.0
2019-10-16,901.0,,RE,COLUMBUS/LOS ALIMOS,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0,WESTERN,2019.0
2019-05-22,1054.0,,WT,1001 MAPLE AVE S,56.0,88.13B+,METER EXP.,63.0,6484713.337315001,1836422.606747,,2019.0
2019-04-11,910.0,,SL,11666 GOSHEN AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6422051.335965,1841238.498999,,2019.0
2019-05-08,829.0,,WT,3770 BEETHOVEN ST,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6427701.140975,1822970.481277,,2019.0
2019-03-07,1221.0,,WT,5222 BELLINGHAM AVE,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6440888.753357,1882770.135908,,2019.0
2019-02-20,914.0,,BL,12601 PIERCE ST,53.0,80.69B,NO PARKING,73.0,6438458.614864,1921337.809133,,2019.0
2019-04-29,1754.0,,BK,232 65TH ST W,55.0,22500F,PARKED ON SIDEWALK,68.0,6477737.157528,1815460.956443,,2019.0
2019-01-08,1015.0,,WT,416 SIERRA BONITA AVE N,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6454392.280271,1851157.875932,,2019.0
2019-05-24,1214.0,,MR,3000 LAKE HOLLYWOOD DR W,54.0,80.56E1,WHITE ZONE,58.0,6459106.460636,1870690.144485,,2019.0
2019-05-06,716.0,,GY,169 LA BREA AVE N,54.0,22500F,PARKED ON SIDEWALK,68.0,6457481.122275,1848696.434043,,2019.0
2019-02-13,1607.0,1355.0,BK,2605 CULLEN ST,51.0,80.69C,PARKED OVER TIME LIMIT,58.0,6447418.344709,1835012.430777,,2019.0
2019-06-03,1509.0,,WT,3864 RIVERTON AVE,53.0,22500E,BLOCKING DRIVEWAY,68.0,6450397.351906,1873200.980679,,2019.0
2019-05-13,1333.0,,BK,6161 MULHOLLAND HWY W,54.0,80.69B,NO PARKING,73.0,6464220.975111,1869684.466909,,2019.0
2019-02-14,922.0,,BK,1445 BLINN AVE,55.0,80.56E4+,RED ZONE,93.0,6487050.602233999,1747403.1805369998,,2019.0
2019-06-26,1036.0,,RD,801 MAPLE AVE S,56.0,80.56E4+,RED ZONE,93.0,6485579.073566,1837339.331408,,2019.0
2019-03-11,1013.0,,RD,6520 DE LONGPRE AVE,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6461399.830699,1857539.283272,,2019.0
2019-08-15,1130.0,,MR,1130 GRAND AVE S,56.0,88.13B+,METER EXP.,63.0,6482179.355298,1837451.087576,,2019.0
2019-06-11,1019.0,,WT,1601 MAIN ST S,56.0,88.13B+,METER EXP.,63.0,6482113.087208,1834716.311819,,2019.0
2019-04-01,1102.0,,WT,9100 BO SEPULVEDA EASTWAY,51.0,80.69B,NO PARKING,73.0,99999.0,99999.0,,2019.0
2019-06-04,535.0,,WH,6502 S BRYNHURST AV,55.0,8056E4,RED ZONE,93.0,99999.0,99999.0,,2019.0
2019-06-21,1020.0,,WT,5500 LONG BEACH AVE,55.0,22500L-,DP-BLKNG ACCESS RAMP,363.0,6487952.976354,1819913.672319,,2019.0
2019-06-26,737.0,,BK,834 106TH ST E,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6473783.635535,1800634.161926,,2019.0
2019-03-12,831.0,,WT,940 BEDFORD ST,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6446480.937923,1844543.927292,,2019.0
2019-05-31,153.0,,WT,800 GARLAND AVE,56.0,80.56E4+,RED ZONE,93.0,6480584.624635,1840547.081837,,2019.0
2019-01-07,1331.0,,GY,903 CENTRAL AVE S,56.0,80.56E4+,RED ZONE,93.0,6487687.865669999,1834132.619659,,2019.0
2019-06-21,1831.0,,MR,2000 SAWTELLE BL,51.0,88.13B+,METER EXP.,63.0,6427254.461288,1837595.141951,,2019.0
2019-01-22,1603.0,1455.0,SL,6200 MANCHESTER AVE,51.0,80.69C,PARKED OVER TIME LIMIT,58.0,6442338.721194999,1807986.087552,,2019.0
2019-06-24,1227.0,,SL,850 WILCOX AVE,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6461452.999698,1853923.739897,,2019.0
2019-07-16,851.0,,RD,7500 MCKINLEY AVE,55.0,80.56E4+,RED ZONE,93.0,6482596.723646,1812325.495661,,2019.0
2019-04-17,1106.0,,GY,9801 VICKSBURG AV,51.0,88.13B+,METER EXP.,63.0,6442195.407934,1803452.149209,,2019.0
2019-02-01,106.0,,GY,101 6TH ST E,56.0,80.56E1,WHITE ZONE,58.0,6485955.113333999,1838952.746895,,2019.0
2019-07-24,1630.0,,GY,10980 WELLWORTH AVE,51.0,22514,FIRE HYDRANT,68.0,6426691.340830999,1843147.370243,,2019.0
2019-05-08,949.0,,BN,608 HILL ST S,56.0,80.56E4+,RED ZONE,93.0,6484959.240534,1839665.894564,,2019.0
2019-06-03,203.0,,GY,275 THORNE ST,56.0,5204A-,DISPLAY OF TABS,25.0,6506965.046178,1863302.176903,,2019.0
2019-02-19,911.0,,GN,5625 CRESCENT PARK,51.0,5204A-,DISPLAY OF TABS,25.0,6431640.741719,1812485.860082,,2019.0
2019-04-09,1036.0,,BK,4301 TUJUNGA AV,53.0,88.13B+,METER EXP.,63.0,6447001.322123,1876409.077638,,2019.0
2019-06-18,1220.0,,WT,14339 TIARA ST,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6427017.12314,1887627.869491,,2019.0
2019-06-25,153.0,,SI,240 W 43RD PL,55.0,024,22514,68.0,6477691.798541,1824212.296037,,2019.0
2019-04-15,1108.0,,WT,7910 WARING AV,54.0,88.13B+,METER EXP.,63.0,6452163.097329,1853706.00769,,2019.0
2019-03-06,2315.0,,GY,7036 HAWTHORN AVE,54.0,80.58L,PREFERENTIAL PARKING,68.0,6457876.67491,1859071.557845,,2019.0
2019-07-03,809.0,,GY,2323 GLENCOE AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6425829.08475,1821915.020332,,2019.0
2019-06-13,1019.0,,WT,10900 BLUFFSIDE DR,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6450067.956672,1874061.116327,,2019.0
2019-04-24,1943.0,,WT,1300 HOPE ST S,56.0,5200,DISPLAY OF PLATES,25.0,6481194.055335,1836860.03788,,2019.0
2019-03-25,1309.0,,BL,2544 GENESSEE AVE,51.0,5204A-,DISPLAY OF TABS,25.0,99999.0,99999.0,,2019.0
2019-02-07,218.0,,GY,800 53RD ST W,55.0,22500H,DOUBLE PARKING,68.0,6474636.393739,1820385.142061,,2019.0
2019-01-03,829.0,,BK,1535 6TH AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6463617.664642,1838836.486529,,2019.0
2019-05-09,1240.0,,WT,6747 RADFORD AVE,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6443080.967461,1892839.636804,,2019.0
2019-06-03,1133.0,,BL,712 8TH ST E,56.0,88.13B+,METER EXP.,63.0,6483159.764072,1839458.478771,,2019.0
2019-07-12,1101.0,,SL,5151 NAVARRO ST,56.0,5204A-,DISPLAY OF TABS,25.0,6510132.408252,1854237.138936,,2019.0
2019-01-04,1151.0,,SL,200 MAPLETON DR S,51.0,80.69B,NO PARKING,73.0,6430466.531244,1853227.990013,,2019.0
2019-04-23,1025.0,,WT,110 DILLON ST N,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6475898.079607,1848731.496284,,2019.0
2019-05-10,914.0,,GY,11706 DARLINGTON AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6420999.720524,1841787.605038,,2019.0
2019-05-23,1247.0,,BK,6750 WOODLEY AVE,53.0,80.69AP+,NO STOP/STANDING,93.0,6415409.656501,1892979.37564,,2019.0
2019-06-13,1321.0,,GY,15100 ALBRIGHT ST,51.0,80.58L,PREFERENTIAL PARKING,68.0,6403073.714087,1840574.469851,,2019.0
2019-08-08,1029.0,,GY,555 SAN JUAN AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6419794.653413,1820045.32256,,2019.0
2019-04-26,1629.0,,TN,8800 FLOWER ST,55.0,80.69AA+,NO STOP/STAND,93.0,6476307.578436,1806985.515655,,2019.0
2019-05-06,830.0,,WH,8811 W ALDEN DR,54.0,8069BS,NO PARK/STREET CLEAN,73.0,6445458.830755999,1850000.209114,,2019.0
2019-09-11,1119.0,,BK,3800 W INGRAHAM ST,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6468051.546933,1844606.911927,,2019.0
2019-05-08,205.0,,WT,100 OLYMPIC BLVD W,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6483893.391902,1837203.844366,,2019.0
2019-06-24,943.0,,WT,1702 68TH ST W,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6468642.34927,1814444.668591,,2019.0
2019-02-08,813.0,,RD,6322 RESEDA BLVD,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6399558.035929,1890211.719299,,2019.0
2019-05-03,2309.0,,WT,6900 ATOLL AVE,53.0,80.69.2,COMM VEH OVER TIME LIMIT,,6434560.02586,1893908.337709,,2019.0
2019-03-14,1014.0,,BK,18450 DEARBORN ST,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6399960.716980999,1909172.470265,,2019.0
2019-07-25,1026.0,,BL,11800 BLK BROMONT AVE,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0,,2019.0
2019-02-21,1006.0,,GY,18434 VINCENNES ST,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6400077.338145,1910492.821632,,2019.0
2019-07-06,1134.0,,BL,821 MAPLE AVE S,56.0,80.56E2,YELLOW ZONE,58.0,6485482.554254,1837238.269662,,2019.0
2019-08-05,1450.0,,SL,819 SPRING ST N,56.0,22514,FIRE HYDRANT,68.0,6484752.540315,1838062.107838,,2019.0
2019-07-22,1533.0,,WT,235 HILL ST S,56.0,88.13B+,METER EXP.,63.0,6486479.054964,1841614.924829,,2019.0
2019-07-29,1007.0,,SL,9600 VENICE BL,51.0,88.13B+,METER EXP.,63.0,6441706.239630001,1831647.603934,,2019.0
2019-07-23,622.0,,TN,825 I ST W,55.0,80.56E4+,RED ZONE,93.0,6479170.159943,1742759.6557049998,,2019.0
2019-02-21,1023.0,,GY,1220 BARRY AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6422426.861163,1840756.327796,,2019.0
2019-01-23,1658.0,,WT,1900 PONTIUS AVE,51.0,5204A-,DISPLAY OF TABS,25.0,6427729.754501,1838755.782236,,2019.0
2019-05-08,504.0,,BK,1719 PACIFIC AVE S,55.0,5200,DISPLAY OF PLATES,25.0,6474103.487503,1723757.8813259995,,2019.0
2019-05-23,1128.0,,GY,13260 BRANFORD ST,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6434048.068879,1907924.592601,,2019.0
2019-02-26,1404.0,,GY,500 12TH ST E,56.0,88.13B+,METER EXP.,63.0,6481735.054089,1837221.990635,,2019.0
2019-03-26,1216.0,,GY,7089 YUCCA ST W,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0,,2019.0
2019-03-03,206.0,,WT,100 OLYMPIC BLVD,56.0,80.69B,NO PARKING,73.0,6483893.391902,1837203.844366,,2019.0
2019-12-02,903.0,,WT,4618 SYLMAR AVE,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6426579.181637,1879062.4675,53 - DOT - VALLEY,2019.0
2019-05-09,1656.0,,BK,11906 WILSHIRE BLVD,51.0,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,99999.0,99999.0,,2019.0
2019-02-08,1830.0,,GN,21501 ROSCOE BLVD,53.0,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,6380464.84018,1902897.82258,,2019.0
2019-02-13,1013.0,,GO,343 COLUMBIA AVE,56.0,5204A-,DISPLAY OF TABS,25.0,6481400.665779,1843753.089421,,2019.0
2019-09-08,920.0,,SL,11740 TENNESSEE AVE,51.0,80.58L,PREFERENTIAL PARKING,68.0,6426089.9564,1834232.703659,,2019.0
2019-06-13,1044.0,,WT,8404 LEHIGH AVE,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0,,2019.0
2019-01-29,1321.0,,WT,1958 HILLHURST AV,54.0,88.13B+,METER EXP.,63.0,6474660.948569001,1861446.103646,,2019.0
2019-08-06,118.0,,GY,12900 VOSE ST,53.0,80.56E4+,RED ZONE,93.0,6436544.335875,1894861.949091,,2019.0
2019-04-05,1324.0,,BL,2001 SUNSET BL,54.0,88.13B+,METER EXP.,63.0,6482735.353308001,1850901.951498,,2019.0
